"Entity","Aliases","Toxicity","Purification_Keywords"
"අශුද්ධ සූදුරු යුෂ","අශුද්ධ ජීරක යුෂ","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු තෛලය","අශුද්ධ ජීරක තෛලය","Low","ජලය, ලුණු"
"අශුද්ධ සූදුරු චූර්ණය","අශුද්ධ ජීරක චූර්ණය","Low","ජලය, ලුණු"
"අමු කළුදුරු මුල්","අමු කෘෂ්ණජීරක මුල්","Low","ජලය, ලුණු"
"අමු කළුදුරු පොතු","අමු කෘෂ්ණජීරක පොතු","Low","ජලය, ලුණු"
"අමු කළුදුරු කොළ","අමු කෘෂ්ණජීරක කොළ","Low","ජලය, ලුණු"
"අමු කළුදුරු මල්","අමු කෘෂ්ණජීරක මල්","Low","ජලය, ලුණු"
"අමු කළුදුරු ගෙඩි","අමු කෘෂ්ණජීරක ගෙඩි","Low","ජලය, ලුණු"
"අමු කළුදුරු ඇට","අමු කෘෂ්ණජීරක ඇට","Low","ජලය, ලුණු"
"අමු කළුදුරු යුෂ","අමු කෘෂ්ණජීරක යුෂ","Low","ජලය, ලුණු"
"අමු කළුදුරු තෛලය","අමු කෘෂ්ණජීරක තෛලය","Low","ජලය, ලුණු"
"අමු කළුදුරු චූර්ණය","අමු කෘෂ්ණජීරක චූර්ණය","Low","ජලය, ලුණු"
"වියළි කළුදුරු මුල්","වියළි කෘෂ්ණජීරක මුල්","Low","ජලය, ලුණු"
"වියළි කළුදුරු පොතු","වියළි කෘෂ්ණජීරක පොතු","Low","ජලය, ලුණු"
"වියළි කළුදුරු කොළ","වියළි කෘෂ්ණජීරක කොළ","Low","ජලය, ලුණු"
"වියළි කළුදුරු මල්","වියළි කෘෂ්ණජීරක මල්","Low","ජලය, ලුණු"
"වියළි කළුදුරු ගෙඩි","වියළි කෘෂ්ණජීරක ගෙඩි","Low","ජලය, ලුණු"
"වියළි කළුදුරු ඇට","වියළි කෘෂ්ණජීරක ඇට","Low","ජලය, ලුණු"
"වියළි කළුදුරු යුෂ","වියළි කෘෂ්ණජීරක යුෂ","Low","ජලය, ලුණු"
"වියළි කළුදුරු තෛලය","වියළි කෘෂ්ණජීරක තෛලය","Low","ජලය, ලුණු"
"වියළි කළුදුරු චූර්ණය","වියළි කෘෂ්ණජීරක චූර්ණය","Low","ජලය, ලුණු"
"පැරණි කළුදුරු මුල්","පැරණි කෘෂ්ණජීරක මුල්","Low","ජලය, ලුණු"
"පැරණි කළුදුරු පොතු","පැරණි කෘෂ්ණජීරක පොතු","Low","ජලය, ලුණු"
"පැරණි කළුදුරු කොළ","පැරණි කෘෂ්ණජීරක කොළ","Low","ජලය, ලුණු"
"පැරණි කළුදුරු මල්","පැරණි කෘෂ්ණජීරක මල්","Low","ජලය, ලුණු"
"පැරණි කළුදුරු ගෙඩි","පැරණි කෘෂ්ණජීරක ගෙඩි","Low","ජලය, ලුණු"
"පැරණි කළුදුරු ඇට","පැරණි කෘෂ්ණජීරක ඇට","Low","ජලය, ලුණු"
"පැරණි කළුදුරු යුෂ","පැරණි කෘෂ්ණජීරක යුෂ","Low","ජලය, ලුණු"
"පැරණි කළුදුරු තෛලය","පැරණි කෘෂ්ණජීරක තෛලය","Low","ජලය, ලුණු"
"පැරණි කළුදුරු චූර්ණය","පැරණි කෘෂ්ණජීරක චූර්ණය","Low","ජලය, ලුණු"
"අලුත් කළුදුරු මුල්","අලුත් කෘෂ්ණජීරක මුල්","Low","ජලය, ලුණු"
"අලුත් කළුදුරු පොතු","අලුත් කෘෂ්ණජීරක පොතු","Low","ජලය, ලුණු"
"අලුත් කළුදුරු කොළ","අලුත් කෘෂ්ණජීරක කොළ","Low","ජලය, ලුණු"
"අලුත් කළුදුරු මල්","අලුත් කෘෂ්ණජීරක මල්","Low","ජලය, ලුණු"
"අලුත් කළුදුරු ගෙඩි","අලුත් කෘෂ්ණජීරක ගෙඩි","Low","ජලය, ලුණු"
"අලුත් කළුදුරු ඇට","අලුත් කෘෂ්ණජීරක ඇට","Low","ජලය, ලුණු"
"අලුත් කළුදුරු යුෂ","අලුත් කෘෂ්ණජීරක යුෂ","Low","ජලය, ලුණු"
"අලුත් කළුදුරු තෛලය","අලුත් කෘෂ්ණජීරක තෛලය","Low","ජලය, ලුණු"
"අලුත් කළුදුරු චූර්ණය","අලුත් කෘෂ්ණජීරක චූර්ණය","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු මුල්","ශුද්ධ කෘෂ්ණජීරක මුල්","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු පොතු","ශුද්ධ කෘෂ්ණජීරක පොතු","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු කොළ","ශුද්ධ කෘෂ්ණජීරක කොළ","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු මල්","ශුද්ධ කෘෂ්ණජීරක මල්","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු ගෙඩි","ශුද්ධ කෘෂ්ණජීරක ගෙඩි","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු ඇට","ශුද්ධ කෘෂ්ණජීරක ඇට","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු යුෂ","ශුද්ධ කෘෂ්ණජීරක යුෂ","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු තෛලය","ශුද්ධ කෘෂ්ණජීරක තෛලය","Low","ජලය, ලුණු"
"ශුද්ධ කළුදුරු චූර්ණය","ශුද්ධ කෘෂ්ණජීරක චූර්ණය","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු මුල්","අශුද්ධ කෘෂ්ණජීරක මුල්","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු පොතු","අශුද්ධ කෘෂ්ණජීරක පොතු","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු කොළ","අශුද්ධ කෘෂ්ණජීරක කොළ","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු මල්","අශුද්ධ කෘෂ්ණජීරක මල්","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු ගෙඩි","අශුද්ධ කෘෂ්ණජීරක ගෙඩි","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු ඇට","අශුද්ධ කෘෂ්ණජීරක ඇට","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු යුෂ","අශුද්ධ කෘෂ්ණජීරක යුෂ","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු තෛලය","අශුද්ධ කෘෂ්ණජීරක තෛලය","Low","ජලය, ලුණු"
"අශුද්ධ කළුදුරු චූර්ණය","අශුද්ධ කෘෂ්ණජීරක චූර්ණය","Low","ජලය, ලුණු"
"අමු කොත්තමල්ලි මුල්","අමු ධන්‍යක මුල්","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි පොතු","අමු ධන්‍යක පොතු","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි කොළ","අමු ධන්‍යක කොළ","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි මල්","අමු ධන්‍යක මල්","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි ගෙඩි","අමු ධන්‍යක ගෙඩි","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි ඇට","අමු ධන්‍යක ඇට","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි යුෂ","අමු ධන්‍යක යුෂ","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි තෛලය","අමු ධන්‍යක තෛලය","Low","ජලය, සීනි"
"අමු කොත්තමල්ලි චූර්ණය","අමු ධන්‍යක චූර්ණය","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි මුල්","වියළි ධන්‍යක මුල්","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි පොතු","වියළි ධන්‍යක පොතු","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි කොළ","වියළි ධන්‍යක කොළ","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි මල්","වියළි ධන්‍යක මල්","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි ගෙඩි","වියළි ධන්‍යක ගෙඩි","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි ඇට","වියළි ධන්‍යක ඇට","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි යුෂ","වියළි ධන්‍යක යුෂ","Low","ජලය, සීනි"
"වියළි කොත්තමල්ලි තෛලය","වියළි ධන්‍යක තෛලය","Low","ජලය, සීනි"
